Stock Symbol,Company Name,ISIN Code,Action,Quantity,Transaction Price,Brokerage,Transaction Charges,StampDuty,Segment,STT Paid/Not Paid,Remarks,Transaction Date,Exchange,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.94,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.94,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.94,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,8,233.65,5.53,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,40,233.71,27.64,0.32,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,12,233.89,8.30,0.10,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,3,233.62,2.07,0.02,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,6,233.83,4.15,0.05,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.00,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,5,233.75,3.46,0.04,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.83,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.94,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,6,233.83,4.15,0.05,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,2,233.55,1.38,0.02,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.59,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,31,233.83,21.43,0.25,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,6,233.83,4.15,0.05,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,4,233.83,2.76,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,3,233.72,2.07,0.02,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.94,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.54,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,4,233.00,2.76,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.83,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,23,233.00,15.84,0.18,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,6,233.83,4.15,0.05,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,4,233.77,2.76,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,4,233.00,2.76,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.60,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,5,233.00,3.44,0.04,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,26,233.98,17.98,0.21,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,4,233.00,2.76,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,2,233.52,1.38,0.02,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.52,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,100,233.79,69.11,0.80,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,20,233.80,13.82,0.16,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.94,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,4,233.94,2.77,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.61,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,22,233.59,15.19,0.18,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,4,233.66,2.76,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,9,233.00,6.20,0.07,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.91,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.83,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.94,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,73,233.00,50.28,0.58,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.83,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,32,233.73,22.11,0.26,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,5,233.84,3.46,0.04,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,12,233.00,8.27,0.10,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,2,233.67,1.38,0.02,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,27,233.75,18.66,0.22,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,23,232.98,15.84,0.18,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.94,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,70,233.95,48.41,0.56,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.66,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,32,233.85,22.12,0.26,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,15,233.74,10.36,0.12,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,3,233.00,2.07,0.02,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,3,233.59,2.07,0.02,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.00,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.68,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.98,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,7,233.94,4.84,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,105,233.78,72.56,0.84,29.79,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,1,233.66,0.69,0.01,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,Buy,800,189.50,448.09,4.81,23.00,TT,STT Paid,icicidirect,11-Aug-2025,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,4,926.75,10.96,0.13,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,9,926.35,24.65,0.29,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,7,926.70,19.18,0.22,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,4,926.75,10.96,0.13,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,7,926.10,19.16,0.22,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.75,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,3,926.75,8.22,0.10,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,3,926.75,8.22,0.10,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.45,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,18,926.40,49.29,0.57,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.05,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,5,925.30,13.68,0.16,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,925.95,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,14,925.95,38.32,0.44,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,20,926.50,54.78,0.63,29.87,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.05,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,3,926.75,8.22,0.10,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,8,926.45,21.91,0.25,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,4,925.95,10.95,0.13,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,2,926.75,5.48,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.05,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.55,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.05,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,2,926.05,5.48,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,4,926.05,10.95,0.13,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,8,925.80,21.89,0.25,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.75,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,925.85,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,2,926.05,5.48,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,18,925.70,49.26,0.57,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,7,926.50,19.17,0.22,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,3,926.75,8.22,0.10,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,925.85,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.75,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,8,926.00,21.90,0.25,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,9,926.40,24.65,0.29,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,3,925.85,8.21,0.10,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.10,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,12,926.30,32.86,0.38,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.05,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,926.05,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,2,926.10,5.48,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,4,925.85,10.95,0.13,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,2,926.05,5.48,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,1,925.95,2.74,0.03,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,2,926.05,5.48,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,Buy,2,926.25,5.48,0.06,0.00,TT,STT Paid,icicidirect,04-Sep-2024,NSE,
STAHEA,STAR HEALTH ALLIED INS CO LTD,INE575P01011,Buy,70,650.00,134.51,1.57,6.83,TT,STT Paid,icicidirect,01-Aug-2023,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,242,102.90,73.61,0.86,3.74,Rolling,STT Paid,icicidirect,03-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,233,107.10,73.77,0.86,3.74,Rolling,STT Paid,icicidirect,10-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,193,107.95,61.59,0.72,3.74,Rolling,STT Paid,icicidirect,17-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,38,107.95,12.13,0.14,0.00,Rolling,STT Paid,icicidirect,17-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,241,103.45,73.70,0.86,4.00,Rolling,STT Paid,icicidirect,24-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,104,104.55,32.14,0.38,0.00,Rolling,STT Paid,icicidirect,31-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Buy,135,104.55,41.72,0.49,3.75,Rolling,STT Paid,icicidirect,31-Mar-2021,NSE,
TATPOW,TATA POWER CO LTD,INE245A01021,Sell,225,444.45,295.62,3.42,0.00,TT,STT Paid,icicidirect,20-Jun-2024,NSE,
